recommendation_id,steam_id,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
161888359,76561197971392235,0,14,13161,0,13161,1711896014,english,"I kind of hate that I'm not recommending this game, but I'm not. There are 2 issues:\n\nIssue #1: The language in the (updated) EULA that you need to Consent to monitoring while you play this. I understand that this is because of the Butcher's Circus (multiplayer) DLC, but it's not well defined, and was instituted after I bought the game, and that's not cool (I have never agreed to the updated EULA).\n\nIssue #2: This one's harder to understand unless you've played Darkest Dungeon already, because:\n--> The artwork is excellent.\n--> The narration is top-notch.\n--> The H.P. Lovecraft-inspired story line is dark & creepy & awesome.\n--> The mechanics are challenging (and I really like turn-based games), the heroes varied, and the build-up of your party is neat & interesting.\n\nAnd yet, I'm at the end of this game after many hours, and it simply... stops being fun to play. It screeches to a totally un-enjoyable halt. I actually have stopped caring if I finish Darkest Dungeon, and I'm not really interested in its sequel(s).\n\nIt's not that it's too difficult (you learn throughout the game that it is very punishing, and that's kind of the point - you still play *because* of this), but rather it eventually becomes a tedious grind for its own sake. I also understand completely that real life is absolutely like this; sometimes bad things just happen and all the best-laid plans get blown to pieces by some seemingly random event (and again, in a dark, hope-deprecating plot, this is one of the major points), but it doesn't make for a good gaming experience, or at least, one that I want. \n\nSo, in the end, a great deal of this equates to the game simply just wasting my time, which is something we all get less and less of. Thus, my overall feelings on Darkest Dungeon have soured (because of the above 2 issues), and I can't bring myself to actually recommend it.",1711898111,1711898111,False,561,20,0.818795859813690186,19,True,False,False
143226956,76561199089961110,37,12,17713,352,4233,1713533035,english,"Schizophrenia inducing neanderthal menagment simulator.",1690925476,1690925476,True,68,16,0.817549943923950195,0,False,False,False
140256835,76561198320461051,92,34,2272,0,796,1700228772,english,"A crusader died of a heart attack from moving a boat with his bare hands, the caretaker won't leave the brothel, i forgot to bring torches because i brought enough food to feed an entire continent, and my plague doctor just won't stop having a mental breakdown. good game",1687062471,1687062471,True,46,23,0.81735539436340332,0,True,False,False
154176802,76561199219701825,62,2,433,0,145,1703714348,english,"My crusader is a pervert and managed to get a ban in the local brothel.\n\n10/10",1703297610,1703297610,True,68,35,0.814583182334899902,0,True,False,False
154510271,76561198199060993,99,19,7359,0,6238,1710362663,english,"Whenever I am doing well in life, I come back to this game to remind myself of my righteous place in reality.",1703649979,1703649979,True,46,23,0.797394633293151855,0,False,True,False
148401141,76561198091864520,0,23,1746,0,1746,1693453988,english,"its good. the plague doctor in  this game made me realize i was a lesbian",1697569226,1697569226,True,73,40,0.796325206756591797,0,True,False,False
141798133,76561198078446593,284,45,1320,0,915,1698429204,english,"When my team gets stressed out, I get stressed out too irl.\n10/10 relaxing game",1689036260,1689036260,True,46,5,0.788453817367553711,0,True,False,False
152702429,76561199239108094,99,5,2884,0,2742,1707365773,english,"hero to hit: 95%\nmiss\nhook where it hurts\nCRIT!\nhook where it hurts\nCRIT!\nfun times, enjoying the game so far",1701500269,1701500269,True,39,13,0.785625457763671875,0,False,False,False
158638353,76561198269622047,224,9,43078,0,43078,1657990497,english,"Its corridors echo with the whispers of madness, and every step forward feels like a descent into the abyss. Heroes are but flickering candles against the overwhelming shadows, their struggles a futile dance with the inevitable. In this merciless realm, hope is a fragile illusion, easily shattered by the horrors lurking in every corner. It's a journey into the darkest recesses of the human psyche, where victory comes at a price too steep for some to bear.",1708272215,1708272215,True,37,2,0.780478417873382568,0,True,False,False
139035360,76561198448200447,969,8,636,0,545,1686203902,english,"This game feels like Berserk if you weren't Guts and were some random merc about to be devoured by some unholy abomination, so 10/10",1685125131,1685125131,True,36,6,0.779560744762420654,0,False,False,False
159019144,76561198007374930,0,53,32648,0,32648,1708624461,english,"Recently took this game up again after letting it sit for seven years. Up against the 86 week time limit and with 8 heroes already dead, I wiped on the final boss of the very last dungeon and 86 weeks of game-playtime - many days of real time - went down the drain. It took me seven years to recover my morale enough to try again.\n\nYou start the game with two heroes, always the same two guys, Reynauld the kleptomaniac crusader and Dismas the cheating highwayman. In other games of this sort your heroes are always straight-backed courageous fellows who are in it to the end, but in this game your adventurers have quirks which are sometimes good, and sometimes bad (like being a kleptomaniac, or a known cheat). As they adventure through the dungeon they get stressed out and sometimes they'll crack and develop afflictions which cause them to behave strangely (and poorly) in combat. (Occasionally the stress will make them true heroes. But not very often.)\n\nIf they survive, they can perform stress relief activities like grabbing a drink, gambling at the bar, praying to their gods, other things of that nature, and recover enough to maybe go back and try again. New heroes will come to your Hamlet on the stage coach, ready to fight and die for you, and you will build parties of four and send them out every week to explore the dungeons, get gold and trinkets, level up, and upgrade their equipment at the Hamlet (which you also upgrade to get better heroes, better equipment, better skills, and better stress relief activities). Ultimately your final goal is to go into the Darkest Dungeon, four times, to stop the unspeakable horrors that dwell there from taking over your world.\n\nDeath of a hero is almost always permanent, and on Stygian difficulty if you lose 12 heroes the game is over, or if you take more than the 86 weeks the game gives you the game is over. (You can play on lower difficulties which have no time or death limits, if you want. That turns the game more into a rogue-lite than a rogue-like. That might be your cup of tea.)\n\nOn my latest playthrough, I triumphed against the final boss with 2 weeks to spare. It felt good. Really good. On the old road, I found redemption.\n\nExcellent game, stressful, but it is great fun to work your way through the combat puzzles, so to speak, and slowly get better and better at finding hero and skill combinations that let you tear through the inhabitants of the various dungeons. The dungeons ramp up in difficulty as your heroes level up, and they will refuse to go back to dungeons that are too easy for them, so you have to get better. The champion difficulty dungeons, for level 5-6 heroes, are very, very tough, especially the bosses. I tend to lose my heroes at the beginning, when they are level 0 nobodies, and at the end, when the highest level bosses expose the weaknesses in my old strategies. Strongly recommend, if you like dungeon crawlers.",1708652502,1708652502,True,28,0,0.775953710079193115,0,True,False,False
157545163,76561198051376288,357,7,18730,0,16710,1712800020,english,"Put almost 300 hours in this game.\nGame is awful.\n\nBut it's one of the best games ever.",1707018645,1707018645,True,35,14,0.774084329605102539,0,True,False,False
158684494,76561198059171120,329,11,755,0,381,1708506368,english,"I had 4 heart attacks in a row but died because some wine got splashed on me",1708308600,1708308600,True,30,22,0.773037135601043701,0,False,False,False
137455365,76561198035233526,0,33,4477,0,3902,1706838293,english,"Where there is no peril in the task, there can be no glory in its accomplishment.",1682733828,1682733828,True,48,3,0.76905292272567749,0,True,False,False
161419630,76561198202984328,0,4,75120,36,75070,1713998647,english,"This place is a f***in nightmare",1711358116,1711358116,True,40,14,0.768818676471710205,0,True,False,False
149119781,76561198156025282,189,37,305,0,96,1701037441,english,"Sent a priestess to a brothel cause she was being paranoid 10/10.",1698579274,1698579274,True,46,21,0.766261696815490723,0,True,False,False
156270494,76561198091652535,0,12,13289,0,13289,1697513928,english,"This game really makes you FEEL like you're afflicted and about to have a heart attack. 10/10",1705633164,1705633164,True,37,5,0.765570402145385742,0,True,False,False
159785100,76561198055413108,0,5,8992,0,5471,1712105098,english,"The good:\r\n- Music, narration and atmosphere are all incredible\r\n- Gameplay is fun and challenging\r\n- Rewards an understanding of each area and each enemy\r\n\r\nThe bad:\r\nRNG. Luck and randomness are parts of many games and can lead to unexpected and fun outcomes, but it can also lead to frustration. This game focuses heavily on gauging percent chances to hit, which can be a fun and strategic system; However, there is randomness that can lead to bullshit moments. Even though you have a 90% chance to land a hit, you miss three times in a row and low roll your corresponding heal, losing a hero as a result. Or, several enemies crit your hero at the start of a darkest dungeon run, killing the hero and requiring you to lose another hero on retreat.\r\n\r\nAdditionally, random quirk and disease distribution at the end of a dungeon can be brutal. It is frustrating when all of your heroes acquire a random disease, plus detrimental negative quirks, that you now have to spend money and time to remove. Negative quirks and diseases cannot be healed at the same time, and so you have to commit at least two days plus the gold cost.\r\n\r\nThis leads to the second issue of grinding. There is a significant amount of grinding required if you want the best chance of beating the game, or if you lose high level heroes. This is especially true with the crimson court DLC. This grind is often fun due to the enjoyability of the core gameplay loop, but tedious at other times (such as attempting to get invites to the crimson court, grinding gold, or raising a hero back up after losing one).\r\n\r\nConclusion:\r\nAlthough the game is not perfect and randomness can be infuriating, Darkest Dungeon is worth playing for its fantastic gameplay loop and incredible atmosphere.",1709484980,1709484980,True,32,0,0.764380455017089844,0,False,False,False
154981869,76561198068527419,173,95,1482,0,345,1705189380,english,"My main hero died, so i uninstalled the game. 10/10",1704122223,1704122223,True,33,13,0.761600971221923828,0,True,False,False
148260652,76561198102256721,0,17,1827,0,835,1701065115,english,"MY WHOLE TEAM GOT A HEART ATTACK AND DIED. \n\npretty fun!",1697355033,1697355092,True,31,10,0.759412586688995361,0,True,False,False
146296677,76561198076205066,564,40,1930,0,1930,1694711316,english,"i love it when my favourite character dies of a heart attack :)",1694719057,1694719057,True,32,14,0.758181631565093994,0,True,False,False
153942310,76561198070313736,145,26,5391,0,5172,1712244057,english,"Four character party RPG for mentally ill people. It's like mystery dungeon if everything was terrible.",1703018207,1703018207,True,41,13,0.755870938301086426,0,True,False,False
137793877,76561198049485343,453,45,32598,0,32437,1683517290,english,"As much as Darkest Dungeon makes me want to throw my PC out of the window and swear off gaming, as challenging, nervewracking, stressful and quite simply hard this game is, I wouldn't have it any other way. This horror-themed, turned based battling game where you find yourself fighting all sorts of nasty creatures is absolute hell in the best of ways.",1683228310,1683228310,True,32,1,0.750433623790740967,0,True,False,False
139703915,76561198152475316,0,7,2162,0,1024,1688762032,english,"Did a long ruins run, 90% completed everyone perfectly fine. \nEveryone is in really good health and barely any stress. \nEncounter cosmic beast, think going to be easy since everyone is topped off\nProceed to decimate my party\n3 of my best guys get killed before I could escape\n1 survivor made it out with the loot\n11/10 really dark dungeon.",1686168134,1686168134,True,32,5,0.747797310352325439,0,True,False,False
152873578,76561198421502856,0,23,2103,0,1803,1704570538,english,"many fall in the face of chaos, but not this one. not today.",1701703983,1701703983,True,31,1,0.747103989124298096,0,False,False,False
140917735,76561198066575802,1150,45,1392,0,838,1693484570,english,"Man what a day, time to relax with some games after work\n\n*30 minutes later*\n\nOkay.. time to relax with some YouTube after one expedition in The Darkest Dungeon",1688061173,1688061173,True,28,13,0.742260277271270752,0,False,False,False
154149823,76561198284926881,89,53,2315,0,333,1710128250,english,"My squad kept squabbling with each other and making one another go insane. 10/10, best league of legends simulator",1703270330,1703270330,True,37,23,0.739826619625091553,0,True,False,False
154253434,76561198323839349,50,3,41434,0,41359,1704822677,english,"This is by far one of the greatest games I have ever played. This game has everything: fantastic turn-based combat, awesome characters, amazingly written story, and the atmosphere is unlike anything I have ever seen. The way the game progresses, team building, and exploration of the different dungeons hooks me into many hour long sessions every single time I even open the game. This game is so addictive to me and there are so many different kinds of runs that you can do that the game always feels fresh. Speaking of feeling fresh, there is no other game that I have felt as much of an emotional roller coaster while playing before. The way that your runs can suddenly take a dark twist at any time really makes everything pressure you into really trying to figure out what is the best possible move in any turn or at any time, even when making this move you are screaming at your screen. The more you play this game, the more lessons you learn, the more you learn about what is best and what enemies to focus down, and what trinkets to go fore. It is incredibly satisfying to do well in this game because of how much all odds feel to be against you at all times, as it is usually because you had chosen the best possible option for any scenario. Besides the gameplay, as I mentioned earlier, the atmosphere in this game is fantastic. Everything including the ambient noise, the music, and of course, the ancestor's narration, make this game's atmosphere just unlike any other game I have ever played. It truly put me at least, in the heroes' shoes. There are so many more things I could write about but you should really play it for yourself to find out what all I have talked about and what I want you to experience for yourself. Fantastic game.",1703376120,1703376120,True,21,0,0.734556436538696289,1,True,False,False
138022094,76561198259686385,0,143,990,0,524,1698288068,english,"Darkest Dungeon > Darkest Dungeon II",1683586918,1683586918,True,80,7,0.731098949909210205,0,True,False,False
139277153,76561198995703366,103,16,3868,35,199,1713098466,english,"I would risk it all to engage in intercourse with the Grave Robber",1685469407,1685469407,True,33,21,0.729054689407348633,3,False,False,False
143218820,76561198418209367,0,3,32125,526,26309,1713819227,english,"stress",1690915692,1690915692,True,33,9,0.726051092147827148,1,True,False,False
160610721,76561199195520827,0,2,3328,0,2227,1712798700,english,"got killed by  god when I used a torch. 10/10",1710533512,1710533512,True,58,25,0.720322072505950928,0,True,False,False
142585473,76561199126160695,0,5,1547,0,301,1695850171,english,"The oldest and strongest emotion of mankind is fear, and the oldest and strongest kind of fear is fear of the unknown.\n- HP Lovecraft \n\nThe quote aforementioned, perfectly encapsulates this game. Its lovecraftian setting, its wonderful deep dive approach to the human psyche, and the excellent narrator is a perfect storm of which makes Darkest Dungeon one of the best games I have played.\n\nAlmost as good as dungeon of kong.",1690034780,1690034780,True,25,0,0.711474597454071045,0,True,False,False
144408652,76561198050320845,315,3,9673,0,6113,1703513402,english,"you can feed dog treats to giant oysters for a dodge buff. 9/10",1692278337,1692278337,True,19,4,0.710022449493408203,0,False,False,False
139494746,76561198155556619,220,71,16429,0,16195,1697796909,english,"Do you enjoy feeding your OCD? \n\nDo you like dark, cramped spaces? \n\nIs your dream job in Human Resources? \n\nDo you snicker when you read about tragic deaths in the newspaper?\n\nHave you ever thought about what if a pig had more than one butt?\n\nDo you crave being stepped on by a saggy mermaid octogenarian? With tentacles?\n\nIf you answered yes to none of the above, then ignore that creeping cough and get your sickly, rabid, nocturnal, nymphomaniac, lazy-eyed ass down here cuz this game was made for YOU. And holy sh1t is it good!\n\n11/10\n\nAlso, don't you ever. EVER. forget. that overconfidence, is a slow and insidious killer.",1685816843,1685821035,True,27,12,0.70819091796875,1,True,False,False
143449848,76561198327271029,22,4,8138,0,7867,1711470225,english,"The game isn't that hard once you learn what enemy parties you might encounter, their abilities and what your heroes are good at. The gimmick of the game is that you cannot prepare for everything (unless inordinate quirk locking be considered a virtue), the trinkets always have some kind of downside (or kind of useless when they don't), but the good thing is that having stuns, lots of damage, speed, accuracy, some healing and some stress healing and camp skills to heal stress makes the game a lot more managable, so the conclusion is that you want to look out for heroes that have the aforementioned things and don't interfere with each other's positioning and always can do something useful in case you get surprised or shuffled. Another factor is more related to your personal blunders like forgetting some provisions like Blood or shovels and what not, or starting a fight you can't finish (Shambler, Collector) or having to abandon the mission because your team comp couldn't get to the boss room with little damage, or letting a hero get an affliction (this usually causes a domino effect and you'll probably abandon the quest soon).\nOnce you harness the game mechanics and RNG to some extent, the game becomes really enjoyable. The only feasible downsides are probably grinding level 6 heroes and RNG screwing you over on a rare occasion (like your level 6 Flagellant  with 87% deathblow resist dying on the first death's door check, have fun spending an hour or two grinding a new hero with good quirks! (also a reminder that deathblow resist doesn't exist)).",1691236497,1691236497,True,19,0,0.704619109630584717,0,True,False,False
149037018,76561198981129685,81,21,8083,0,1027,1710013226,english,"Here I will leave the cat, people who pass by can pet it and give it a thumbs up.\n\n　　　 　　／＞　　フ\n　　　 　　| 　_　 _ l\n　 　　 　／` ミ＿xノ\n　　 　 /　　　 　 |\n　　　 /　 ヽ　　 ﾉ\n　 　 │　　|　|　|\n　／￣|　　 |　|　|\n　| (￣ヽ＿_ヽ_)__)\n　＼二つ\n ",1698486673,1698486673,True,297,14,0.700259208679199219,0,True,False,False
141767866,76561199233585383,87,15,2202,0,786,1694706694,english,">get out of battle\n>hero on death's door\n>I start walking to the next room so I can camp to get said hero off of death's door\n>hero dies to trap\n\n10/10 best game ever",1689004793,1689004793,True,28,5,0.697201550006866455,0,True,False,False
140774711,76561198148401542,639,244,1177,0,1177,1686625365,english,"[h1]Many fall in the face of chaos, but not this one. Not today[/h1]\n\n[h1]Introduction[/h1]\n[b]Darkest Dungeon (DD)[/b] is a unique game, as I never played a game as punishing as this one. With the sequel recently being released, my interest was piqued to try out the first game that I happened to already own but never spent much time playing, and I'm glad that I took the opportunity to check out this gothic-themed experience.\n\n\n[h1]Pros and Cons[/h1]\n[b]Pros[/b]\n[list]\n[*]Interesting gothic based story\n[*]Fun but brutal gameplay that is very punishing\n[*]Upgrades for your heroes, town, and more\n[*]Beautiful 2D gothic art style\n[/list]\n[b]Cons[/b]\n[list]\n[*]Playing this game can be a chore at times due to the needed grind\n[*]There are times when you will be reliant on RNG and it might screw you over\n[*]Activating some of the DLCs on your first playthrough is not recommended\n[/list]\n\n[h1]Story[/h1]\nThe story starts out with a man known as the [b]Ancestor[/b]; he learns of this special power that is somewhere deep in his mansion. He then uses up his family’s remaining fortune to hire people to help him dig up this mysterious power. However, it turns out that this power was something worldly and he ran from the dungeon. Only the [b]ancestry[/b] survived and he wrote a letter to the next heir of the family, to fix the mistake he made. After he sealed the letter and before the angry mob of villagers that were mad for what he did could get him, the [b]Ancestor[/b] had ended his life.\n\nThe story for [b]Darkest Dungeon[/b] is not fully told to you directly, rather, it’s told to you at different points in the game, mainly before you do boss missions. It’s interesting at the very least and I like the gothic [b]Cthulhu mythos[/b] theme it has going for it. Although [b]DD[/b] takes inspiration from the [b]Lovecraftian[/b] universe, there are also different inspirations that are included as well. The heroes you hire also have back stories to them as well.\n\n[h1]Gameplay[/h1]\nThe gameplay for [b]Darkest Dungeon[/b] is fun but also very challenging and at the same time, it can be very difficult to grasp. There are many mechanics that you yourself have to try and get used to. You will be able to hire different heroes that each have different abilities for them to use. Each of them also may have a different mechanic that corresponds to them, however, they all do share the stress feature. Stress in the game is determined by what the hero goes through in a given situation. When stress reaches 100, that hero will have a certain negative Affliction inflicted on them, like them being fearful, paranoid, etc. \n\nHowever, there is a chance that some heroes will be given a virtue when they reach 100 stress, they get increased stats and will randomly heal themselves. So, while most heroes get afflictions and break, others will use their stressful moments as something to encourage themselves. If a hero gets to 200 stress, they will lose the virtue and go back to zero stress, while those with afflictions suffer a heart attack.\n\nDuring combat, your heroes can do certain attacks or abilities to buff/debuff allies or enemies. Each hero has a certain amount of health and it does vary, when their health runs out they will be put under a [b]Death’s Door[/b] status. When they are in this state, they will suffer state penalties and they have to go through a test to see if they will survive the next attack. I should note that if your hero is at 1 health and the enemies attack them with a move that does a lot of damage, they will tank the entire attack except the one damage. The only way for a hero to die is by failing the [b]Death’s Door[/b] test.\nhttps://steamcommunity.com/sharedfiles/filedetails/?id=2995283070\nIf a hero suffers a heart attack while at [b]Death’s Door[/b], they will be killed immediately, when a hero dies, they are lost for good and will also lose the equipped charms they have. You can recover them if you lose a hero in battle but if it’s outside of one, they are gone completely. So pray that your best heroes survive the attacks and that their stress does not get too high.\n\nThere are ways to relieve stress, like taking out enemies or using a camping ability at a campsite. If your heroes survive the mission, you sent them on, you can send them to a few stress-reducing activities like making them meditate, drink at the bar, gamble, pray, etc. There are also times when a hero will get a disease, so you must take them to the [b]Sanitarium[/b] for them to get cured. A hero can get a max of three diseases, if they happen to get another one, it will just replace one of the current diseases they have. Last I checked diseases don’t necessarily work like that but who knows, I am not a medical expert.\nhttps://steamcommunity.com/sharedfiles/filedetails/?id=2995282569\nI should at least give a little tip/warning that if any hero happens to get stunned, for them to recover it will take that hero's turn. Enemies get the same treatment as well. In other words, [b]Red Hook Studios[/b] took some inspiration from the original [b]Persona 3[/b] game and wanted to bring back memories.\n\nCertain moves will also only be available for you to use if that hero is in a certain spot in the party. If they happened to get moved or pushed back, they will be unable to use certain attacks or support abilities. It’s understandable for some attacks but for others it’s absolutely stupid - like, the [b]Vestal[/b] can’t use her [b]Divine Grace[/b] or [b]Divine Comfort[/b] abilities, which heal party members, if she is in the front. I understand that she is a support hero but it’s still pretty dumb that she can’t use those abilities if she happens to be pushed into the front.\n\nNow as much as [b]DD[/b] is fun, there are a few issues with the game that don’t hinder the experience but can be a turn-off for some people. Playing [b]DD[/b] can be a chore sometimes, you will have to do a lot of grinding depending on the difficulty that you choose. This is normal for an [b]RPG[/b] like this game but it can get very repetitive for some people. To add to the fact is that the game also relies on RNG for almost everything that happens in it. Trust me, when your hero misses an attack you will feel pain.\n\nSome of the DLCs in the game are also not recommended to be activated on your very first playthrough. Ones like the [b]Butcher’s Circus[/b] (which is online PvP) or the [b]Musketeer[/b] are fine because they just add features that don’t hinder the experience for the player. However, DLCs like the [b]Crimson Court[/b] add stuff like more grind, a very annoying status debuff, and is just punishing to new players. Buy the DLC on your first playthrough if you just want an even more painful experience.\n\n[h1]Graphics and Performance[/h1]\nThe art style for [b]DD[/b] is absolutely beautiful, I love the gothic-based art style that the game has going for it, and is very detailed. I experienced no issues while I was playing the game.\nhttps://steamcommunity.com/sharedfiles/filedetails/?id=2995283203\nI tested the game on an NVIDIA GeForce GTX 1060 3GB, AMD Ryzen 5 1500X Quad-Core Processor 3.50, and 16 GB of RAM. \n\n[h1]Final Verdict[/h1]\nThere is a lot that I haven’t talked about with [b]Darkest Dungeon[/b] as there are numerous things to uncover from the game. If you are someone who wants to play a very punishing game, then this is the right one for you and you will get your money’s worth because a playthrough could go up to at least 50+ hours.\n\n[quote] Women and men' soldiers and outlaws; fools and corpses. All find their way to [url=https://store.steampowered.com/curator/5297658/]Life Needs a Little Sin [/url] for good quality reviews[/quote]",1687846045,1687846058,True,24,1,0.696589469909667969,0,True,False,False
146300813,76561198028493516,0,84,5531,0,5531,1694551764,english,"Slowly. Gently. This is how your party is wiped.\nOr by a crit into blight into deathblow into affliction into absolute disaster.\n\nThis game is infuriating sometimes, where your strategy falls apart due to awful luck. It can get quite grindy, specially at the end if you get a bad run. RNG will have no pity on you. But it is a damn good game. And I want the ancestor to narrate my life.",1694724609,1694724609,True,22,0,0.694874882698059082,0,False,False,False
143346681,76561198151709721,0,6,21730,0,21730,1689712843,english,"[h1] Darkest Dungeon is about making the most of a bad situation [/h1]\nThat’s the first part of the message that welcomes you into the game and I think it describes it perfectly, this game is hard sometimes even unfair but that’s why it so satisfying when you get to beat it.\nDarkest Dungeon is a unique fusion of Side-scroller/RPG. I wouldn’t say it’s a roguelike, but it has permadeath once one of your heroes dies in combat is gone [spoiler] most likely [/spoiler] forever, this makes the game incredibly punishing. One bad dungeon expedition can set you back hours of gameplay towards the end of the game. The game makes an incredible emphasis on the positioning of your heroes some abilities are only available in specific rows so keeping the position of your heroes and messing up the enemies position it’s a key part of the gameplay. \nThis game highly rewards knowledge and using the right tool for each situation. There’s a highly armored pig with poison resistance then bleed it to death, an annoying witch stressing your heroes bring it to the front so she can’t use their strongest attacks. Each dungeon is consistent with the kind of enemies you will be facing: \n[list]\n    [*]The ruins are full of undead skeletons who are vulnerable to blight but invulnerable to bleeding\n    [*]The warrens are inhabited by swine beast who are vulnerable to bledding but really hard to blight \n[/list]\nAnd so on with each one of the locations, every battle is a little puzzle that you can approach in multiple ways according to your hero composition.\nAbout the art style and the general setting it really hit the right spot for the general feeling of being trapped in a terrible situation, the music, the lore everything fits perfectly so if you find any of the elements of the compelling or you really like the challenges give the game a try and if you got yourself stuck don’t be ashamed to look for help in a guide or read the wiki about the game I did it myself and still today enjoy the game to a lot.\nAlso the modding community is full of great quality mods giving the game a lot of replayability, some modders were even hired to work in the team for Darkest Dungeon 2\n",1691094039,1691094039,True,19,0,0.694596946239471436,0,True,False,False
151223881,76561198067669758,0,17,23215,0,14040,1703740605,english,"I see that this game is presently on sale for $4.99 through November 28th. I figured I would give an opportunistic 2 cents on this game for anyone considering purchasing it and say that this game has a punishing sort of learning curve but is one of the most enjoyable blind experiences I've had in the past 30 years and, thanks to a creative modding community, has a wealth of replay value.\n\nThe only games that come to mind for what it could be compared to are perhaps the Spire and Lobotomy Corporation, but Darkest Dungeon is still very much its own unique experience. I highly recommend this game, especially at the current price, for anyone who is looking for a memorable experience. I can think of no finer way of closing out a long day at work than by coming home and playing this game - it's like Ambien for the soul.",1700708527,1700709051,True,19,1,0.694363176822662354,0,True,False,False
151402249,76561198220393955,0,3,1568,0,1568,1700767186,english,"I consider myself a calm and patient person. I have never opened the task manager and forcibly closed a game out of pure spite and annoyance until today.\nThere's a lot to like about this game: the graphics, the sound design, the satisfying gameplay loop. There's also a lot to dislike, most of which comes down to the RNG. I know this isn't a new complaint about DD by any means, but I really thought it wouldn't bother me, since I've played a lot of tactical turn-based games and roguelikes. Oh, past self, how naive you were.\nThe best incident to sum this whole thing up: on the easiest difficulty setting, in two not particularly challenging dungeons, I lost two grave robbers to bad RNG, back-to-back. Losing a unit in DD means losing hours of grinding and fine-tuning, not to mention the gold you've spent training that unit up. In the end it just feels like a waste of time. I understand that DD is meant to be challenging and stressful, but at a certain point it no longer seems worth the time and effort. \nI respect the game for what it is and I appreciate that my friends really love it, but I'm not going to recommend it to anyone. I'd rather spend my time on something based more on skill than random chance.",1700768315,1700768315,False,73,37,0.692514300346374512,0,True,False,False
138327322,76561198047747764,257,49,11066,0,8301,1706923605,english,"Sorry DD2, but DD1's got a better place in my heart.",1684134716,1684134716,True,40,1,0.691201269626617432,0,False,False,False
138185118,76561198039002838,577,34,9519,0,9519,1683901278,english,"chastity cage",1683901485,1683901485,True,31,6,0.687897205352783203,3,True,False,False
138053988,76561199094627952,0,8,2781,504,197,1713986809,english,"darkest dungeon is superior to the sequel darkest road",1683650659,1683653837,True,66,14,0.678607523441314697,0,False,False,False
160947473,76561198081754005,496,139,1551,0,1246,1710979976,english,"When the dungeon is dark",1710885040,1710885040,True,28,20,0.672882258892059326,0,True,False,False
