recommendationid,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
154905609,76561198121738689,0,28,24526,0,24388,2024-03-20,koreana,"나름 애정을가지고 이 게임을 얼리억색스 등록때부터 오래 즐긴 유저로써 리뷰를 써봅니다결론부터 말하면 이 게임을 덱빌딩 로그라이크로 생각하고 구매하는건 비추합니다 이 게임은 각각의 캐릭터의 역할이 정해져있는    로 생각하고 구매하셔야합니다 그도 그럴게 캐릭터마다 좋은스킬이 정해져있고 스킬 가지수도 얼마안되서 게임하는내내 덱빌딩을 한다기보단 각 캐릭터가 가지고있는 좋은 스킬을 찾는게 전부거든요  슬더스 같은 유물과의 시너지  기대도 하지마세요  유물들에는 한턴에 한 번만 발동가능 같은 쓰잘데기 없는 제약만 무더기로 걸려있고 유물 장착하는 유물칸에도 최대 수 제한이 있어서 덱빌딩 로그라이크의 뽕맛 같은건 전혀없습니다  그저 유물한칸 값어치하는 유물과 값어치 못하는 유물이 존재할 뿐이죠   좋은 시너지가 발견되면 제작자는 다음패치에서 그냥 슥슥 칼질해버립니다 그렇게 반복된 칼질로 캐릭터간  스킬간의 시너지는 전혀 없고 각 캐릭터의 좋은스킬만 집고 깨는 게임이 되버렸죠 이 게임을 하면 할수록 제작자가 재미는 개나주고 게임 밸런스 수호하기에 급급하다는것 말고는 전혀 느낄수가없었습니다  이게  년째 게임하면서 느낀거의 전부입니다 다만 이런 사람들은 재밌게 할 수 있습니다 나는 뽕맛같은거 싫다  캐릭터가 매번 같은 스킬만 쓰면서 매번 비슷한 덱을 구성하며 같은 게임 양상만 나오는게 좋다 운이 좋건 나쁘건 매번 비슷한 느낌이었으면 좋겠다 좋은 스킬 좋은 시너지 다음패치에 바로바로 칼질하는 제작자의 패치방향이 마음에든다 이런사람들은 제작자의 패치에 스트레스 안받고 재밌게 할 수 있을듯 하네요",2024-01-01,2024-01-01,False,60,0,0.804681897163391113,0,True,False,True
148731354,76561199319736849,0,20,8027,0,136,2023-11-03,koreana,"편의성이 진짜 심각한 수준이다 로그라이트 덱빌딩 카드게임인데 전투로그도 못보고 덱 카운팅도 안됨  게임내 정보창들 일일이 마우스 움직여서 열고 닫아야 함  무슨 단축키나    키조차 지원을 안 함  아무리 인디 게임이라지만 이런 거는 요즘 시대에 너무 당연한 거 아님  하물며 얼엑 기간이 짧은 것도 아니고  년이 다 되어가는데 이게 뭔   또 어처구니 없는건 왜 동료영입 거절 기능이 없냐는 거임  전략성을 표방하려면 동료가 뜨는건 랜덤이라쳐도 그 동료를 받을지 말지는 결정할 수 있어야지  동료영입 여부 자체가 게이머의 전략적인 판단인데  동료를 무조건 받아야 한다는건 그 자체로 덱 빌딩의 다양성을 해치는 거임  덱파워 고점을 억제하려고 카드 효과들에 온갖 제한을 덕지덕지 붙여놓은거도 거슬리는데    이거까지 이야기하면 너무 길어질 듯 인디 게임인거 알고있음  뭔 아주 수준높은 그래픽이나   를 바라는게 절대 아님 이 게임 개발자들이 자기들이 만드는 게임 장르에 대한 이해도가 떨어지는 것 같아서 좋은 평가는 못 하겠음 ",2023-10-23,2023-10-23,False,23,0,0.694666683673858643,0,True,False,True
159389795,76561198227520036,0,6,18432,292,18005,2024-04-30,koreana,"몇년은 꾸준히 한거같은데 게임이 발전이 없다",2024-02-27,2024-02-27,False,13,2,0.652417600154876709,0,True,False,True
139401199,76561198080377557,0,26,3277,229,280,2024-05-03,koreana,"메인으로 인방요소 넣는건 좀 선넘었다고 생각함",2023-06-02,2023-06-02,False,11,1,0.588376402854919434,0,False,False,True
155077522,76561199039450646,0,6,954,0,954,2024-01-03,koreana,"걍 덜만든 게임임",2024-01-03,2024-01-03,False,4,0,0.571857631206512451,0,True,False,True
143056847,76561198225623628,0,6,9044,0,5252,2024-02-28,koreana,"지금 몇개월이 지났는데 공지 딸깍 올려주는 것도 없는 건 뭐냐 공지 하나 올려주는게 그렇게 어렵데  ",2023-07-30,2023-07-30,False,5,1,0.562104463577270508,0,True,False,True
148258852,76561198076292432,97,15,8041,146,6360,2024-05-01,koreana,"덱 빌딩에 기본이 안되어있다고 생각함 덱압축을 해야 유저가 원하는 기믹들이 굴러가는데보스 기믹에 동료 영입을 충분히 안하면 그냥 겜을 못하는 수준으로 만들어놔서덱은 그냥 개잡덱이 되어버릴 수 밖에 없음그리고 그놈의 동료영입은 왜 랜덤으로 데리고 오며  왜 내 기존 캐릭들과 충돌되는 애들이면 아예 안데려간다는 선택지도 없는지 모르겠음 각각 캐릭터들이 유연하게 사용가능한 애들 위주로 쓸 수 밖에 없고그러면 자연스럽게 게임이 그냥 재미가 없어짐 ",2023-10-15,2023-10-15,False,5,0,0.555555582046508789,0,True,False,True
144101976,76561198145479727,0,18,3148,0,3148,2020-08-21,koreana,"아니 이게임은 아직도 정식 출시를 안했네   작년부터 올해 중순까지 정식출시 한다고 해놓고 중순도 지났는데 아직도 베타 라는 제목을 달고있음   출시일 부터시작하면  년이 다되가 이것들아   출시 초기때는 특이한 플레이로 인기가있었는데 지금은 정식출시해도 늦은 타이밍이런류의 게임이 많이 나왔기때문인데   진작 정식출시했어야지  골든타임 놓친게임 이런얼리억세스 게임들때문에 함부로 구입을 꺼려지게됨   그리고 잊혀지게되는거지   ",2023-08-14,2023-08-14,False,4,0,0.553072631359100342,0,True,False,True
154624960,76561198849332777,288,100,1356,0,1356,2023-12-28,koreana,"캐릭터 해금    안되네한판한판이 오래걸리고 보스종류도 많은와중에 랜덤성이라 해금하기위해서 시간을 엄청 꼴아박아야함 그렇다고 해금하기 쉬운 애들로도 충분히 꺨수없냐  이건 또 아니긴하지만 꼴받음게임자체는 꽤 재밌는 편인건 맞지만 그렇다고 시간을 투자하면서 할만한 겜이냐  그건 또 아니라서 추천은 못하겠음 그리고 업데이트는 한다고하나 지금 몇년쨰 얼리액세스라 정식출시도 기대가 안됨 정말 내고싶으면 스토리를 처음부터 다시 뜯어고치고 몇몇 애들은 지금보다 더 쉽게 얻도록 해금조건을 완화해줘야함 ",2023-12-28,2023-12-28,False,3,0,0.537158489227294922,0,True,False,True
162088578,76561198121700041,0,2,439,0,348,2024-04-15,koreana,"스킵좀 쳐 만들어라",2024-04-03,2024-04-03,False,6,1,0.530319094657897949,0,True,False,True
162532424,76561198123364168,0,2,2828,15,2627,2024-04-22,koreana,"시간가는줄 모르겠네요",2024-04-09,2024-04-09,False,1,0,0.5,0,False,False,False
39905694,76561198007098428,0,33,1160,0,1095,2021-01-22,koreana,"힐링없는 농촌게임 이 게임으로 진정 여유로운 힐링을 바라는 유저들은 구매 전에 다시한번 생각해봤으면 좋겠다  게임하다보면 농촌 특유의 목가적이고 차분한 분위기를 느끼긴 커녕 마을사람들과 친해지랴  농사지으랴  파밍하랴 정신이 없다  다양한 컨텐츠를 제공하려는 제작자의 의도는 이해가지만 다양한 컨텐츠가 플레이어에게 오히려 다양한 방식의 노가다를 강요하는 아이러니가 벌어진다  농사지으면  낚시하고  낚시하면 파밍하고  파밍하면 주민들에게 선물 준비하고  이걸 무한반복해서 집을 크게 짓고  돈을 많이 벌고 결혼해서 애낳고 행복하게 잘 살게 되는 것이 이 게임의 전체적인 내용이며 끝   더 이상의 내용과 게임적 의미를 찾아볼 수가 없기에 시간이 흐를수록 기하급수적으로 지루해진다  문제는 유저가 게임을 진행하기위해서라도 앞서 말한 것들을 무한반복 해야된다는 점  농사만 짓는다든지  낚시만 한다든지  아니면 아무것도 안 하고 그냥 한량으로 산다든지 등등 플레이어가 직접 자신만의 플레잉 스타일을 선택할 수가 없다  나는 그냥 적당히 농사만 짓고 전원생활 즐기면서 쉬엄쉬엄 게임하고 싶은데  게임진행상 그런 식의 플레이가 절대 불가능한 것  게임자체가 이미  노가다를 해서 자본과 아이템을 모아야 게임을 진행시킬 수 있다 는 선형적인 플레이 방식을 깔아놓고 있다  즉 앞서 제시한  농사    파밍    사교    낚시    광물캐기 중에 뭐 하나라도 제대로 안돼있다면 게임내용상의 아무런 진전이 일어나지 않는다  이런 게임류의  자본축적과 노가다의 무한궤도에서 쉼표를 찍어주는 재미요소가 등장인물들과 부대끼면서 벌어지는 이벤트나 탄탄한 스토리일테다  하지만 이 게임에서는 그런 것도 찾기가 힘들다  스토리는  맨 처음에 주인공의 할아버지가 죽으면서 주인공에게 그의 시골땅을 물려주는 게 끝  스토리가 없다면 등장인물들간의 상호작용을 정교하게 만들거나 플레이어의 자유도를 높이는 등  스토리가 없는 대신에 생긴 게임적 공백을 메워야 하는데 그것도 없다  물론 마을주민들과 친밀도를 쌓으면 여러가지 인물이벤트가 발생하고  실제로 그게 재밌어서 플레이 하는 유저들도 많지만 내가 느낀 인물 이벤트는 단지  상대방이 좋아하는 선물을 많이주면 자판기처럼 던져주는  아주 조악한 스크립트 쪼가리로만 보였다  인물 이벤트가 엄청 단편적이고 일회적이라서 아무런 서사적 만족을 느낄 수가 없다  게다가 게임 속 인물들과는  선물을 주면 생기는 생색내기식 이벤트 이외에 그 어떤 상호작용도 찾아볼 수 없다  플레이어에게 있어 마을주민들은 맨날 똑같은 시간에  똑같은 장소를 걸어다니며  똑같은 말을 내뱉는  년주기의 태엽인형이며  플레이어가 몇시간 노가다 해서 일궈놓은 재산과 아이템을 선물로 축내는 골칫덩이로 보일 뿐이다    분남짓한 이벤트를 보기위해  시간 동안 뺑뺑이를 돌려야하는 극강의 비효율성은 결혼과 연애에서도 똑같이 나타난다  상대방에게 그가 좋아하는 아이템을 선물하고 호감을 얻어서 로맨틱한 느낌의 인물이벤트를  회정도 하고 결혼한다  그리고 끝이다  요컨대 등장인물과 플레이어의 관계를 단순히  선물    호감 이라는 정비례함수로 단순하게 처리하다보니 잠재적인 매력을 충분히 뿜어낼 수 있는 캐릭터들도 아무런 구실을 하지 못한다  그나마 결혼을 한 후엔  배우자 캐릭터와 상호작용도 거의 없다시피한다  기껏해야 가까이 가면 뽀뽀해주는 거 정도랄까  결국 이 게임도 기존 게임세상에서 우리를 지치게 만드는  레벨업을 위한 무한축적 무한노가다를 강요하는 여타의 게임에 가깝다  계속 하다보면 왜 이걸 하고있는지 스스로 물어보는 자신을 발견할 수 있으며 별 다른 매력도 느껴지지 않는 캐릭터 하나를 꼬시기 위해 몇시간 동안 시간을 투자한 스스로에 상당한 찝찝함과 자괴감을 느낄 것이다 결론  힐링없는 노가다 농촌게임  컨텐츠는 다양하지만  결국 동일한 방식의 레퍼토리만 반복  등장인물들과의 상호작용이 거의 제로  스토리의 부재와  빈약하고 단순한 이벤트  선형적 플레이로인한 지루함과 엄청난 시간소모",2018-02-07,2021-03-07,False,49,1,0.727812349796295166,5,True,False,False
55326130,76561198138369548,27,17,6358,0,6176,2023-08-27,koreana,"나하고 춤 아무도 안춰줌",2019-09-29,2019-09-29,False,27,104,0.654584407806396484,0,True,False,False
